,lamb,fun,p0,p1,p2,p3
0,0.01,-4365.965216953392,1.69084616e-10,568.999322,523.284915,632.545438
1,0.011937766417144363,-4365.965216962197,2.60265277e-09,569.001043,523.288248,632.539102
2,0.014251026703029978,-4365.965216965378,1.48571552e-10,569.002291,523.286651,632.541196
3,0.017012542798525893,-4365.965216692288,1.35703165e-09,568.993777,523.307143,632.556118
4,0.020309176209047358,-4365.965216965321,1.69477015e-09,569.002553,523.286457,632.541369
5,0.024244620170823284,-4365.965216965356,1.4569843e-10,569.002031,523.28671,632.541274
6,0.028942661247167517,-4365.965216965365,2.58764052e-10,569.002212,523.286538,632.541375
7,0.0345510729459222,-4365.9652169618175,1.22648894e-10,569.00018,523.288948,632.540922
8,0.04124626382901352,-4365.965216965365,7.6826353e-10,569.002367,523.286576,632.541341
9,0.04923882631706739,-4365.965216965357,4.65338346e-10,569.002126,523.286813,632.541174
10,0.05878016072274912,-4365.965216965317,1.96925694e-10,569.002065,523.286895,632.54148
11,0.07017038286703829,-4365.965216965363,2.32132241e-10,569.002347,523.286459,632.541121
12,0.0837677640068292,-4365.965216646312,0.000298460393,569.002299,523.286671,632.540935
13,0.1,-4365.96521696538,0.000298485918,569.002289,523.286614,632.540929
14,0.1193776641714437,-4365.965216994513,0.000298487707,569.002237,523.28663,632.540913
15,0.14251026703029984,-4365.965216963905,1.69910421e-09,569.003555,523.285086,632.541033
16,0.17012542798525893,-4365.965216952727,2.6637275e-11,569.004799,523.285201,632.535772
17,0.20309176209047358,-4365.965216951465,1.72242934e-10,569.001236,523.292048,632.540853
18,0.24244620170823283,-4365.965216748576,1.4471744e-10,568.9885,523.293268,632.522503
19,0.28942661247167517,-4365.965216965078,4.87193545e-11,569.00187,523.286662,632.542073
20,0.345510729459222,-4365.96521696531,9.84028697e-11,569.002189,523.286618,632.541663
21,0.41246263829013524,-4365.965216964748,1.69135774e-10,569.001697,523.286778,632.542458
22,0.49238826317067413,-4365.965216965337,1.16008009e-10,569.002386,523.286614,632.541524
23,0.5878016072274915,-4365.965216965378,5.14593686e-11,569.002233,523.286627,632.541187
24,0.701703828670383,-4365.965216954773,1.56726231e-11,569.003746,523.290222,632.543532
25,0.837677640068292,-4365.965216962088,1.48523244e-07,569.001416,523.286849,632.541945
26,1.0,-4365.965216732684,5.11330784e-13,568.979718,523.296269,632.536733
27,1.1937766417144369,-4365.965216965377,2.37083265e-11,569.002293,523.286683,632.541169
28,1.4251026703029992,-4365.9652169651645,7.35239574e-11,569.00295,523.286315,632.541059
29,1.7012542798525891,-4365.965216965378,3.43174403e-12,569.00223,523.286631,632.541143
30,2.030917620904737,-4365.965216965337,1.47686897e-11,569.001954,523.286784,632.541211
31,2.424462017082328,-4365.965216965377,8.17963893e-13,569.002273,523.286632,632.541312
32,2.8942661247167516,-4365.965216962294,3.74404566e-10,568.999827,523.287291,632.540031
33,3.4551072945922217,-4365.965216965369,5.12909472e-11,569.002386,523.286665,632.541294
34,4.1246263829013525,-4365.965216965372,2.04723146e-10,569.002217,523.286559,632.541138
35,4.923882631706742,-4365.965216965375,2.21860796e-10,569.002219,523.286636,632.541298
36,5.878016072274912,-4365.965216965372,1.32015511e-10,569.002278,523.286574,632.541091
37,7.01703828670383,-4365.965216965369,2.68043391e-10,569.002351,523.286513,632.541219
38,8.376776400682925,-4365.965216965376,2.87336139e-10,569.002287,523.286678,632.541258
39,10.0,-4365.965216965377,3.6713622e-11,569.002295,523.286671,632.541273
40,0.01,-4365.965216965379,1.6908461580633068e-10,569.00224347,523.28661765,632.54120409
41,0.01,-4365.965216920487,1.6908461580633068e-05,569.00225866,523.28660337,632.54119972
42,0.01,-4365.965216965379,1.6908461580633068e-10,569.00224347,523.28661765,632.54120409
43,0.01,-4365.965216875596,3.3816923161266136e-05,569.00227816,523.28661683,632.54123869
44,0.01,-4365.965216965379,1.6908461580633068e-10,569.00224347,523.28661765,632.54120409
45,0.01,-4365.965216785811,6.763384632253227e-05,569.00223415,523.28664466,632.54123403
46,0.01,-4365.965216965379,1.6908461580633068e-10,569.00224347,523.28661765,632.54120409
47,0.01,-4365.965216606242,0.00013526769264506455,569.00228865,523.2866085,632.541156
48,0.01,-4365.965216965379,1.6908461580633068e-10,569.00224347,523.28661765,632.54120409
49,0.01,-4365.965216247107,0.0002705353852901291,569.00226626,523.2866258,632.54118108
50,0.01,-4365.965216965379,1.6908461580633068e-10,569.00224347,523.28661765,632.54120409
51,0.01,-4365.965215528832,0.0005410707705802582,569.0022206,523.28662089,632.54121821
52,0.01,-4365.965216965379,1.6908461580633068e-10,569.00224347,523.28661765,632.54120409
53,0.01,-4365.965214092282,0.0010821415411605164,569.002228,523.28659827,632.54117993
54,0.01,-4365.965216965379,1.6908461580633068e-10,569.00224347,523.28661765,632.54120409
55,0.01,-4365.965211219176,0.0021642830823210327,569.00221352,523.28664177,632.54109431
56,0.01,-4365.965216965379,1.6908461580633068e-10,569.00224347,523.28661765,632.54120409
57,0.01,-4365.965205472934,0.0043285661646420654,569.0022295,523.28663996,632.5410345
