,lamb,fun,p0,p1,p2,p3,p4,p5,p6
0,0.01,-6388.51278645925,0.000457668162,583.518924,527.062534,606.807173,2939.88555,649.085403,456.344806
1,0.012663801734674034,-6388.512785149329,0.000457665443,583.518958,527.06256,606.807105,2939.88548,649.085467,456.344752
2,0.0160371874375133,-6388.51278896361,3.34769362e-07,583.518893,527.059902,606.801954,2939.88509,649.070096,456.353401
3,0.020309176209047358,-6388.5127890635895,3.27664804e-09,583.520058,527.061063,606.811509,2939.89125,649.087231,456.348034
4,0.025719138090593445,-6388.51278907782,8.89604714e-08,583.518129,527.062478,606.808933,2939.88475,649.086112,456.345376
5,0.03257020655659783,-6388.512789017828,1.1025974e-07,583.521991,527.061554,606.812192,2939.88332,649.08201,456.355146
6,0.04124626382901352,-6388.512789071845,1.46970276e-08,583.518136,527.06114,606.805718,2939.88754,649.089097,456.342566
7,0.052233450742668434,-6388.512787560554,0.000286590875,583.518858,527.062528,606.806955,2939.88556,649.085427,456.344838
8,0.06614740641230149,-6388.512788643837,0.000286582802,583.518891,527.062541,606.806918,2939.8856,649.085444,456.344807
9,0.08376776400682916,-6388.512789133824,0.000286579088,583.518895,527.062572,606.806892,2939.88553,649.085461,456.344815
10,0.10608183551394483,-6388.512788895373,0.000286578271,583.518876,527.062564,606.806871,2939.88554,649.085465,456.344836
11,0.13433993325989002,-6388.512787902249,0.000286736961,583.518868,527.06251,606.806899,2939.88561,649.085439,456.344796
12,0.17012542798525893,-6388.512788961474,1.53953976e-08,583.527842,527.062315,606.805475,2939.86735,649.072944,456.349035
13,0.21544346900318834,-6388.512788994272,8.20703914e-08,583.532121,527.055902,606.804521,2939.88512,649.080587,456.344816
14,0.2728333376486768,-6388.5127887418985,5.68826642e-09,583.518666,527.06431,606.819156,2939.84245,649.110946,456.346429
15,0.34551072945922184,-6388.5127887266935,6.73757528e-08,583.523318,527.072597,606.793415,2939.87618,649.078844,456.366816
16,0.43754793750741844,-6388.512788733132,1.51993361e-08,583.531407,527.042725,606.812813,2939.8522,649.098533,456.340869
17,0.5541020330009492,-6388.512788527938,1.4298417e-09,583.494508,527.06767,606.807754,2939.88801,649.054366,456.335654
18,0.7017038286703826,-6388.512784511922,8.79878801e-09,583.503597,527.042745,606.796961,2940.03879,649.047367,456.410136
19,0.8886238162743403,-6388.512787787674,8.06864259e-08,583.50308,527.034033,606.802275,2939.85702,649.045898,456.361008
20,1.1253355826007645,-6388.512788770989,1.1093966e-09,583.513674,527.065606,606.804159,2939.86304,649.115,456.353751
21,1.4251026703029979,-6388.512789063456,2.99296298e-08,583.518275,527.06171,606.805504,2939.88471,649.088971,456.341002
