,lamb,fun,p0,p1,p2,p3
0,0.01,-4285.949348352904,1.08786894e-10,624.836161,491.391648,599.068161
1,0.011937766417144363,-4285.949348397345,1.78377808e-10,624.828044,491.392637,599.070536
2,0.014251026703029978,-4285.949348400788,3.44768947e-11,624.825283,491.392491,599.071933
3,0.017012542798525893,-4285.9493484002705,9.93311468e-11,624.824781,491.391887,599.071281
4,0.020309176209047358,-4285.949348400693,3.74777629e-11,624.825799,491.392418,599.072171
5,0.024244620170823284,-4285.9493484007935,4.95885297e-12,624.825437,491.392379,599.071932
6,0.028942661247167517,-4285.949348125554,1.31665456e-11,624.848444,491.387828,599.055642
7,0.0345510729459222,-4285.949348400771,3.8836985e-11,624.825413,491.392631,599.071914
8,0.04124626382901352,-4285.94934839438,2.11354615e-12,624.823418,491.392262,599.068377
9,0.04923882631706739,-4285.949348400641,8.75736003e-11,624.82577,491.392777,599.07185
10,0.05878016072274912,-4285.949348264567,3.09810332e-10,624.82725,491.389765,599.052534
11,0.07017038286703829,-4285.94934829784,5.04752891e-11,624.816288,491.403994,599.064023
12,0.0837677640068292,-4285.949348400787,1.70248084e-10,624.825393,491.392494,599.071773
13,0.1,-4285.949348400794,0.000393834454,624.825443,491.39246,599.071466
14,0.1193776641714437,-4286.550892222931,256.92155674,619.18244095,492.68733575,333.57961834
15,0.14251026703029984,-4286.559503898016,122.44219038,618.42382572,492.86164578,470.38220676
16,0.17012542798525893,-4286.535508583191,77.02070151,617.76620647,493.01284183,517.99699476
17,0.20309176209047358,-4286.47842886646,53.71414015,617.28675891,493.12305473,543.2947608
18,0.24244620170823283,-4286.395721150313,39.24943329,617.0479036,493.17796962,559.46522763
19,0.28942661247167517,-4286.299244034091,29.24016382,617.09504897,493.16717116,570.82446296
20,0.345510729459222,-4286.20140321734,21.79936333,617.46198292,493.08278445,579.21049226
21,0.41246263829013524,-4286.1125758304615,15.95791848,618.1757129,492.91849877,585.56224943
22,0.49238826317067413,-4286.040222056807,11.15900697,619.25598648,492.66977558,590.4225102
23,0.5878016072274915,-4285.988792062354,7.07408692,620.70357987,492.33599618,594.12425394
24,0.701703828670383,-4285.95942549625,3.52451759,622.48193019,491.92629525,596.87936388
25,0.837677640068292,-4285.949348674851,0.000393835363,624.825047,491.392533,599.07166
26,1.0,-4285.949348400792,4.9622485e-10,624.825353,491.392465,599.07192
27,1.1937766417144369,-4285.949348400791,6.78396226e-10,624.825372,491.392458,599.071921
28,1.4251026703029992,-4285.949348394575,1.89100545e-10,624.822503,491.392559,599.069215
