,lamb,fun,p0,p1,p2,p3
0,0.31622776601683794,-2204.1623369507506,4.35580384e-11,3049.23953,552.467142,445.294487
1,0.3665241237079628,-2204.16233695054,1.0805204e-10,3049.24069,552.466984,445.295068
2,0.4248201698162612,-2204.162336950756,4.10154185e-11,3049.23982,552.467066,445.294553
3,0.4923882631706739,-2204.1623369076215,5.86440208e-07,3049.2423,552.468494,445.294335
4,0.5707031326057167,-2204.1623369507583,1.54150006e-11,3049.23985,552.467082,445.294524
5,0.6614740641230149,-2204.162332730144,1.35995445e-12,3049.13652,552.551145,445.359637
6,0.7666822074546215,-2204.1623356602986,4.39179247e-12,3049.23865,552.48345,445.347776
7,0.8886238162743403,-2204.1623369505146,7.61759397e-13,3049.23802,552.467096,445.294559
8,1.0299603658099898,-2204.162336950758,8.18557681e-13,3049.23974,552.467065,445.29445
9,1.1937766417144364,-2204.1623352440815,7.56922378e-06,3049.27091,552.469568,445.285677
10,1.3836480680324594,-2204.16233692855,4.33725812e-11,3049.2253,552.463457,445.294712
11,1.60371874375133,-2204.1623369507142,4.67227857e-11,3049.2403,552.466871,445.294304
12,1.8587918911465635,-2204.162331525859,5.96231854e-13,3049.46463,552.39816,445.237398
13,2.1544346900318834,-2204.1623369503322,3.35046756e-10,3049.24082,552.467897,445.294647
14,2.4970997860065407,-2204.162336950449,8.06495809e-11,3049.23813,552.467151,445.294986
15,2.8942661247167503,-2204.1623369507033,6.49815931e-11,3049.24014,552.467001,445.294752
16,3.354602185954043,-2204.1623369215654,4.87665482e-11,3049.2411,552.464511,445.28644
17,3.8881551803080874,-2204.1623332477266,1.35230178e-05,3049.33397,552.46978,445.275208
18,4.506570337745473,-2204.162336895085,1.90437705e-11,3049.25226,552.477734,445.292047
19,5.223345074266841,-2204.162336752497,8.56612042e-12,3049.21444,552.448089,445.290419
20,6.054123584037268,-2204.162334724466,1.93806241e-11,3049.41354,552.43891,445.285125
21,7.017038286703826,-2204.1623369482522,7.14257399e-12,3049.2372,552.469548,445.293748
22,8.133105582266927,-2204.1623368847927,3.58410269e-13,3049.22648,552.479647,445.290428
23,9.42668455117885,-2204.1623369498293,4.15931437e-11,3049.24201,552.468207,445.294001
24,10.92600861117378,-2204.1623369107892,1.50770538e-11,3049.21791,552.468764,445.299179
25,12.663801734674028,-2204.162336950757,1.05503412e-11,3049.23989,552.467099,445.294418
26,14.67799267622069,-2204.1623369157146,2.77770871e-12,3049.24534,552.463685,445.302624
