,lamb,fun,p0,p1,p2,p3,p4,p5,p6
0,0.03162277660168379,-11129.6900707955,0.00017790182,1281.9621,1013.75018,904.547471,3012.12981,593.52448,440.352465
1,0.03842513346254321,-11129.689294362415,0.0367894524,1281.47268,1013.35545,904.08852,3014.8657,593.612577,441.342102
2,0.04669074130371087,-11129.690199450384,0.0258658601,1281.56997,1012.8342,904.435376,3012.02871,593.294194,440.693199
3,0.056734359182256,-11129.69002455951,0.0608883785,1281.99537,1012.50038,905.463993,3012.84867,592.759528,440.855214
4,0.06893845379073933,-11129.690318626992,0.00025303293,1282.16098,1013.23015,904.622344,3012.57826,592.881065,440.756512
5,0.08376776400682916,-11129.690386712526,0.00133157879,1282.06791,1012.8823,904.618311,3012.8639,593.059502,440.529466
6,0.10178699841461257,-11129.6864674291,51.64965896,1281.99715188,1012.8414444,852.10101413,3012.95117862,593.09984093,440.54602226
7,0.12368233972929839,-11129.690290755741,0.00258158667,1281.86499,1013.20062,904.103686,3013.06311,593.194766,440.609596
8,0.15028757502606047,-11129.690294924363,0.000148845804,1281.81818,1013.05411,904.438662,3013.28759,592.735895,440.799542
9,0.18261584682702608,-11129.690170194888,0.0181800168,1281.59792,1012.86705,904.218099,3012.59294,593.01179,440.645221
10,0.22189823414589707,-11129.689611451893,0.00453892834,1281.127,1013.02111,902.976237,3012.32336,593.101271,440.777316
11,0.2696306326783702,-11129.68919465863,0.00073543907,1282.25597,1011.34453,903.833997,3011.50975,592.734473,440.510172
12,0.32763071936272287,-11084.17130858813,2.16435581,1452.23456,1249.58999,878.729993,2743.62687,740.816795,605.058333
13,0.39810717055349715,-11079.427828787353,7.39773273,1438.73924906,1253.05994109,883.25847656,2657.32274807,742.80155636,619.48813711
14,0.48374376967578037,-11076.66287877345,2.43011922,1441.25987,1258.61254,885.292809,2632.2494,746.40079,624.861368
15,0.5878016072274912,-11129.688467327916,0.00141998666,1283.13957,1011.71854,903.041365,3010.90948,594.213094,440.947825
16,0.714243264963998,-11129.68846053355,0.000799753141,1281.29225,1013.86969,903.374982,3011.39329,594.333958,441.88843
17,0.8678837132695965,-11129.689694497107,0.00431266277,1281.10232,1013.44028,905.292704,3012.86936,592.689756,440.979872
18,1.0545736679737403,-11129.689915480896,0.000238652871,1281.31889,1013.04049,903.82043,3013.57683,592.309905,440.41182
19,1.2814223889440834,-11129.690208365279,0.000381208919,1281.51292,1013.52144,904.777774,3012.42119,592.762516,440.592484
20,1.55706840475373,-11129.690297930058,6.67051735e-05,1281.80013,1012.70354,905.039317,3012.82756,592.816865,440.893449
21,1.8920084727722997,-11129.698718937361,0.525398151,1281.51112,1012.96525,904.497704,3012.38724,593.155644,440.566506
22,2.298997301668543,-11129.720664917822,0.998019294,1281.12351,1013.11112,904.374527,3011.96406,593.186312,440.595327
23,2.7935332579852195,-11129.75414560657,1.49434203,1280.70721,1012.90701,904.233291,3011.53807,593.144716,440.646088
24,3.39444855276939,-11129.799906154,2.07950334,1280.23523,1012.88968,904.225159,3010.81114,593.309485,440.629623
25,4.124626382901348,-11129.861015022132,2.82305761,1279.61368,1012.76271,904.142186,3010.01541,593.277966,440.634343
26,5.011872336272719,-11129.942661929013,3.80272346,1278.67645637,1012.79951759,904.00807016,3008.89738701,593.39182133,440.80158148
27,6.089973244419447,-11130.051554360354,5.11360882,1277.66276503,1012.67644996,904.20138468,3007.82693168,593.4624382,440.75078334
28,7.399983804321421,-11130.194361699643,6.88104035,1276.12332876,1012.60320983,904.155587,3005.66836294,593.54416451,440.85405122
29,8.991789964660114,-11130.375198541173,9.22054488,1274.44241205,1012.55135462,904.05773708,3002.91524341,593.74655031,440.9967559
30,10.92600861117378,-11130.59304521175,12.17888337,1272.44783609,1012.54660853,904.19547423,2999.76075149,594.01184754,441.26053731
31,13.276295892211254,-11130.840721943812,15.83729106,1270.367575,1012.4782623,904.07043985,2995.60006308,594.36304671,441.40009777
32,16.132152086836953,-11131.1068592542,20.20281358,1268.36166873,1012.54279366,904.23900993,2990.63902498,594.61269981,441.60471319
33,19.60232982646277,-11131.38049849284,25.36416259,1266.50463926,1012.50983873,904.19718631,2984.86808422,595.0307497,441.84194039
34,23.81897545702919,-11131.656244591708,31.4634983,1264.67616253,1012.57408562,904.34450374,2978.00261387,595.4811142,442.20867453
35,28.94266124716749,-11131.937469994176,38.97380708,1263.20812755,1012.51330788,904.25822721,2969.27294435,596.1581944,442.62022713
36,35.168500071697444,-11132.235919814608,48.26499406,1261.5867373,1012.51269689,904.58021018,2958.82304912,596.6918154,443.08651394
37,42.73357542109316,-11132.567564373801,60.09614817,1259.98807246,1012.70906746,904.4466941,2945.64838006,597.28092764,443.62775288
38,51.92596967591167,-11132.94549441212,75.60531387,1258.25916858,1012.63356533,904.50618496,2929.17315566,597.65211416,444.15537532
39,63.09573444801933,-11133.371996876227,95.81387663,1256.28612986,1012.77996982,904.58384086,2908.46211427,597.68192219,444.38222304
40,0.03162277660168379,-11129.690400652775,0.00017790182028520896,1281.91534923,1012.95522903,904.803489,3012.7373597,593.09379294,440.57600891
41,0.03162277660168379,-11129.623288352657,17.790182028520896,1281.9592137,1012.94988489,902.66265371,3012.73745438,593.09378354,440.57601554
42,0.03162277660168379,-11129.690400652775,0.00017790182028520896,1281.91534923,1012.95522903,904.803489,3012.7373597,593.09379294,440.57600891
43,0.03162277660168379,-11129.555098518904,35.58036405704179,1282.00315734,1012.9445685,900.52918795,3012.73738329,593.09381123,440.57600882
