,lamb,fun,p0,p1,p2,p3
0,0.31622776601683794,-2172.1637805947066,0.0539658587,2962.73525,609.088369,472.848192
1,0.3665241237079628,-2172.153759595397,0.310968273,2962.87108,609.175826,473.767131
2,0.4248201698162612,-2172.151422335111,0.267940225,2963.4205,609.388222,473.533169
3,0.4923882631706739,-2172.153614656776,0.167149255,2962.79385,609.487937,472.759311
4,0.5707031326057167,-2172.0882954076487,0.852423369,2962.20929,608.714956,473.326427
5,0.6614740641230149,-2172.1585581774953,0.0398756466,2964.44411,606.871967,473.237256
6,0.7666822074546215,-2172.1488500809974,0.105426408,2963.4805,611.769966,473.139691
7,0.8886238162743403,-2172.115382912049,0.293810914,2965.52479,611.104683,472.556599
8,1.0299603658099898,-2172.02026294528,0.756519179,2962.43363,609.510444,472.410835
9,1.1937766417144364,-2172.164069699629,0.00254403716,2964.67401,608.270463,472.651247
10,1.3836480680324594,-2172.162992140525,0.00729854748,2962.55802,610.514452,473.061157
11,1.60371874375133,-2172.140785696659,0.0883212219,2965.16649,610.582089,472.992481
12,1.8587918911465635,-2171.920977259376,0.846253659,2963.0162,609.376603,472.861423
13,2.1544346900318834,-2172.1474837984683,0.054442539,2965.74836,609.865361,473.772468
14,2.4970997860065407,-2172.1645000515705,0.00106945488,2963.01064,609.046838,473.670401
15,2.8942661247167503,-2172.155075727468,0.0297765025,2963.0475,609.241392,473.54525
16,3.354602185954043,-2172.163239459749,0.00279989663,2966.09754,608.453107,473.441022
17,3.8881551803080874,-2172.150726913985,0.0254074758,2964.44471,609.857484,469.127132
18,4.506570337745473,-2172.1555171135055,0.0284393382,2962.44172,610.013297,473.274604
19,5.223345074266841,-2172.0944987263615,0.219526506,2963.65773,609.64171,472.841176
20,6.054123584037268,-2172.1629299587576,0.00665672286,2961.98067,609.642106,473.242631
21,7.017038286703826,-2172.1162737216455,0.158331442,2960.37045,612.220101,471.826112
22,8.133105582266927,-2172.0784269822134,0.324295373,2963.25859,609.716587,472.298303
23,9.42668455117885,-2172.1643216859,0.00180377647,2962.01906,610.092608,472.348895
24,10.92600861117378,-2171.9547169237185,0.955886491,2963.04409,609.45604,472.935119
25,12.663801734674028,-2171.9887887409645,0.89898688,2962.50987,609.31627,472.557306
26,14.67799267622069,-2137.2464750351987,3.42195246,2896.13471773,797.31583263,760.00125681
27,17.01254279852588,-2137.3436695503447,12.01898262,3015.76889001,797.605606,739.76950977
28,19.718405565126417,-2172.0534148154024,0.859334329,2962.73112,609.447151,472.954493
29,22.854638641349897,-2143.7798764797767,10.23532163,3141.11932196,779.21725478,684.03076183
30,26.48969287610527,-2150.193956124669,7.18209677,3141.01987208,768.92939416,643.5065415
31,30.702906297578483,-2154.4278546219534,4.86113264,3186.08051882,753.8310452,600.94259351
32,35.58623573050966,-2155.515227691103,8.75344544,3251.95011733,741.69780479,558.96282202
33,41.24626382901348,-2172.1599688935203,0.0875997748,2961.83203,610.242977,472.049874
34,47.806525330073804,-2163.3526149118006,1.30849832,3248.54121,667.74341,403.949609
35,55.41020330009492,-2172.159336195572,0.169706465,2963.63487,609.630193,473.823301
36,64.22325422229356,-2172.162367510568,0.042309234,2962.29803,610.52526,474.778834
37,74.43803013251681,-2172.1650288361275,0.00393499299,2963.6433,609.194686,473.02033
38,86.27747685955866,-2172.1618425717083,0.204414014,2961.86602,609.741069,472.068646
39,100.0,-2172.164363450728,0.00134978693,2961.67971,608.496423,473.717147
40,0.31622776601683794,-2044.3484655409156,5396.585869235404,2963.29762308,609.44236274,472.90575151
41,0.31622776601683794,-2171.342018594705,34.75292605439061,2963.29760011,609.44233708,472.90580394
42,0.31622776601683794,-2171.3420597503846,34.7511884080869,2963.29760011,609.44233708,472.90580394
43,0.3665241237079628,-1067.6924341510348,31096.827336384493,2963.29755135,609.44233023,472.90573999
44,0.3665241237079628,-2171.3319975953964,23.45720495729727,2963.29762639,609.44235786,472.9057509
45,0.3665241237079628,-2171.3320392521255,23.456032097048407,2963.29753283,609.44239281,472.90576447
46,0.4248201698162612,-817.6671372946903,26794.022512994874,2963.29747358,609.44236932,472.90582004
47,0.4248201698162612,-2171.329660335111,16.526898977049658,2963.29761691,609.44234737,472.90574341
48,0.4248201698162612,-2171.3297021087037,16.526072632099805,2963.29760794,609.44235804,472.9057487
49,0.4923882631706739,-1023.4557053390645,16714.92553397218,2963.2968747,609.44239618,472.90578336
50,0.4923882631706739,-2171.3318526568005,12.125090053087234,2963.29763348,609.44234693,472.90575094
51,0.4923882631706739,-2171.331810992824,12.12569630759089,2963.29757717,609.44237807,472.9057491
52,0.5707031326057167,5477.52722479068,85242.33693105135,2963.26430514,609.44471062,472.90730847
53,0.5707031326057167,-2171.2665334179924,10.01329938000196,2963.29755925,609.44230195,472.90575286
54,0.5707031326057167,-2171.266488488054,10.01380004497196,2963.29752778,609.44236512,472.90574178
55,0.6614740641230149,-1721.0540135187102,3987.5646551777554,2963.28566841,609.44316856,472.90628797
56,0.6614740641230149,-2171.336796198635,7.322017227360027,2963.29757675,609.44233489,472.90570867
57,0.6614740641230149,-2171.336754781836,7.3223833282223945,2963.29749178,609.44234338,472.9057302
58,0.7666822074546215,-714.1930361531649,10542.640752973586,2963.12768382,609.45418498,472.91390219
59,0.7666822074546215,-2171.3270894159705,6.059922673135713,2963.29745581,609.44237364,472.90578953
60,0.7666822074546215,-2171.3270475138324,6.06022566927037,2963.29743567,609.44235166,472.9057469
61,0.8886238162743403,2663.2244158114654,29381.091401799953,2961.94565979,609.53628789,472.97016158
62,0.8886238162743403,-2171.2936604668166,5.295544517449174,2963.29720095,609.44236159,472.90576664
63,0.8886238162743403,-2171.2936168932306,5.295809294676046,2963.29712895,609.44238937,472.90579047
64,1.0299603658099898,12303.283346879554,75651.91790501493,2958.97300642,609.74289149,473.1118665
65,1.0299603658099898,-2171.198824070752,5.0521276396072405,2963.29609539,609.44244072,472.90584535
66,1.0299603658099898,-2171.198500945253,5.053817029396111,2963.29620305,609.44244227,472.90580424
67,1.0299603658099898,-2171.198549276821,5.053564338543641,2963.29614447,609.44243627,472.90583171
68,1.1937766417144364,-2116.777118369545,254.40371556967324,2963.0948202,609.45642837,472.91542174
69,1.1937766417144364,-2171.342343658949,3.77933054134575,2963.29444814,609.4425748,472.90589804
70,1.1937766417144364,-2171.3423025194943,3.7795195078738173,2963.29444254,609.44259146,472.9058995
71,1.3836480680324594,-1994.5700292306487,729.8547480400708,2962.10255387,609.5254153,472.96271961
72,1.3836480680324594,-2171.3416777022853,3.3859578045256655,2963.29020606,609.44285097,472.90609509
73,1.3836480680324594,-2171.341230140196,3.38779812650946,2963.29016832,609.44285613,472.90611572
74,1.3836480680324594,-2171.3412713354332,3.3876287366021343,2963.2901411,609.44285113,472.90611915
75,1.60371874375133,198.95275142569335,8832.12219034387,2955.26798001,610.00052002,473.28847712
76,1.60371874375133,-2171.323405210474,3.1521213574821987,2963.28186596,609.44339203,472.90651242
77,1.60371874375133,-2171.3190236512432,3.168529329650703,2963.28184269,609.44346172,472.90649085
78,1.60371874375133,-2171.3190659572015,3.1683709031832206,2963.28188311,609.44344402,472.90651253
79,1.8587918911465635,22586.738926470927,84625.36594620775,2935.34476898,611.38733269,474.23927441
80,1.8587918911465635,-2171.110604734442,3.655047803149875,2963.260516,609.44490277,472.90751834
81,1.8587918911465635,-2171.099214842491,3.6945238692409843,2963.26015649,609.44493104,472.90753117
82,1.8587918911465635,-2171.0992681409234,3.6943391430465224,2963.26020156,609.44493623,472.90759287
83,2.1544346900318834,-469.15155312854404,5444.253897120777,2947.99093935,610.50668619,473.6355983
84,2.1544346900318834,-2171.341231619769,2.684487740213875,2963.24713927,609.44587397,472.90814864
85,2.1544346900318834,-2171.325720460777,2.7350223058416216,2963.24617484,609.44595577,472.90817751
86,2.1544346900318834,-2171.3257624354546,2.7348855547253295,2963.24623023,609.44590736,472.90821191
87,2.4970997860065407,-2137.55603426655,106.94548772228197,2960.72985068,609.62080375,473.02815109
88,2.4970997860065407,-2171.34795323625,2.5412849150746246,2963.21566785,609.44808458,472.90964251
89,2.4970997860065407,-2171.3427377555154,2.5575007152256073,2963.21516461,609.44806545,472.90971179
90,2.4970997860065407,-2171.3427788839626,2.557372840188846,2963.21517817,609.44806771,472.90968238
91,2.8942661247167503,-1136.9172334624004,2977.6502486179024,2937.16613361,611.26038469,474.15233526
92,2.8942661247167503,-2171.370734376969,2.3938988584996816,2963.17375214,609.45095859,472.91166011
93,2.8942661247167503,-2171.3332994967564,2.506660245986648,2963.16797564,609.45131253,472.91192081
94,2.8942661247167503,-2171.3333411059857,2.5065349129733487,2963.16798084,609.45134656,472.9119135
95,3.354602185954043,-2074.4053784222283,279.9896630362508,2952.59437964,610.18638337,473.41598489
96,3.354602185954043,-2171.369496898372,2.359091919365539,2963.11269893,609.45521201,472.91454336
97,3.354602185954043,-2171.3414648632315,2.4421458017487767,2963.10634414,609.45559183,472.9148742
98,3.354602185954043,-2171.341506077458,2.4420236944576894,2963.10626573,609.45563813,472.91483148
99,3.8881551803080874,-1225.6126490441907,2540.747581637115,2916.50355796,612.7012267,475.14015758
100,3.8881551803080874,-2171.4068508995133,2.2468660296095133,2963.04354508,609.46002445,472.91787293
101,3.8881551803080874,-2171.3288749102494,2.477626259137363,2963.01785951,609.46182054,472.91910787
102,3.8881551803080874,-2171.328964924322,2.4773599042898757,2963.01794452,609.46177707,472.9190302
103,3.8881551803080874,-2171.328923063391,2.47748377228609,2963.01791772,609.46178093,472.91911378
104,4.506570337745473,-1084.2716505632043,2843.9338207319474,2899.85816041,613.86409473,475.93721639
105,4.506570337745473,-2171.4413810277065,2.1771213004064336,2962.95763487,609.46599237,472.92196578
106,4.506570337745473,-2171.3335599912757,2.5008274093711798,2962.90802445,609.46945297,472.9243259
107,4.506570337745473,-2171.3337551615073,2.5002416029285546,2962.90826464,609.46943468,472.92430113
108,4.506570337745473,-2171.3337135118663,2.500366615009701,2962.90818681,609.46938389,472.9242764
109,5.223345074266841,6729.903407275842,21952.65059149818,2816.98166246,619.68326122,479.9243423
110,5.223345074266841,-2171.441059710012,2.2460713346031023,2962.8321461,609.47467256,472.92795343
111,5.223345074266841,-2171.27226201927,2.7680651375832745,2962.72630687,609.48204711,472.93297448
112,5.223345074266841,-2171.2727369947975,2.766597142618567,2962.72671881,609.48202589,472.93298577
113,5.223345074266841,-2171.272692237694,2.766735472476698,2962.72671271,609.48200959,472.93293227
114,6.054123584037268,-1926.3300982165847,665.6722857302344,2909.27601916,613.20586476,475.4860792
115,6.054123584037268,-2171.47815219682,2.2322560496668924,2962.70466444,609.48351628,472.93406246
116,6.054123584037268,-2171.3407002573417,2.677066212787459,2962.58912857,609.49161902,472.9395141
117,6.054123584037268,-2171.341168266572,2.6755526776284824,2962.58953146,609.49152498,472.93950667
118,6.054123584037268,-2171.3411269004764,2.6756864552633637,2962.58945967,609.49154249,472.93952909
119,7.017038286703826,4468.786147320704,15833.144192698339,2747.88332567,624.5734609,483.27290718
120,7.017038286703826,-2171.5502798996795,2.1252635196645597,2962.59616851,609.49105948,472.9391571
121,7.017038286703826,-2171.2930691953056,3.008999629982491,2962.31137362,609.51089619,472.95275182
122,7.017038286703826,-2171.2945141698156,3.0040433330829743,2962.31300659,609.51079572,472.95267637
123,7.017038286703826,-2171.294470379802,3.0041935352506286,2962.31302195,609.51072418,472.95269873
124,8.133105582266927,11788.081389210722,32429.537329567494,2590.01436596,635.88616183,491.0116195
125,8.133105582266927,-2171.566166383376,2.2336396674650976,2962.4089527,609.50407106,472.94812422
126,8.133105582266927,-2171.2542973677455,3.386807733233451,2961.96207099,609.53514043,472.96938816
127,8.133105582266927,-2171.2566715321095,3.378053232915734,2961.96547471,609.53489217,472.96926945
128,8.133105582266927,-2171.2566257277285,3.3782221355783797,2961.96536934,609.53492765,472.96926876
129,9.42668455117885,-2116.9730261199466,180.3776470372387,2917.08003439,612.66099395,475.11257319
130,9.42668455117885,-2171.50517661165,2.6886772807027577,2962.04392425,609.52949544,472.96551122
131,9.42668455117885,-2171.34149583847,3.3487184238169294,2961.74361629,609.55034622,472.97976506
132,9.42668455117885,-2171.3425617441894,3.3444284692902015,2961.74554559,609.55017201,472.97974848
133,9.42668455117885,-2171.342520195936,3.344595690714666,2961.74550749,609.55019591,472.97974992
134,10.92600861117378,40469.3416348772,95588.64908700893,2013.90823496,679.15021959,520.50801411
135,10.92600861117378,-2171.5449482775375,2.7980171248288204,2961.79851021,609.54655779,472.97714414
136,10.92600861117378,-2171.1275061601254,4.650089282302057,2960.83709113,609.61333273,473.02300975
137,10.92600861117378,-2171.1329890638926,4.625914665217738,2960.84953099,609.61248366,473.02239935
138,10.92600861117378,-2171.1329366092705,4.626145960951998,2960.84936913,609.61249512,473.0223984
139,12.663801734674028,38167.434437337644,89898.68799882439,1758.19951801,699.56436385,534.41380895
140,12.663801734674028,-2171.625431221927,2.730478490030747,2961.64762385,609.5569497,472.98439223
141,12.663801734674028,-2171.1591034793055,5.040515979676861,2960.2951821,609.65097522,473.04883321
142,12.663801734674028,-2171.1670982677965,5.00126669253433,2960.31798107,609.64943238,473.04774469
143,12.663801734674028,-2171.1670267517334,5.00161784343344,2960.31767513,609.64942296,473.04779368
144,12.663801734674028,-2171.1669758196613,5.0018679243266115,2960.3175925,609.64941136,473.04775758
145,14.67799267622069,155066.36371369587,342195.24627564126,667.04677555,801.39351521,605.30255221
146,14.67799267622069,-2154.6843689110847,79.8998177422164,2923.55797732,612.20855523,474.80271415
147,14.67799267622069,-2132.2185627566987,162.59817968479592,2896.27026577,614.11413568,476.10923532
148,14.67799267622069,-2136.6417819441626,147.1150167069845,2900.79884513,613.79755751,475.89221573
149,14.67799267622069,-2136.4267155167936,147.87485092556204,2900.57149069,613.81340138,475.90306712
